CCCM IDP Site Code,Region,District,Settlement, HH , Ind ,Latitude,Longitude,Neighbourhood,Neighbourhood Type,Source,IDP Code (REACH DSA4),district_code
CCCM-SO220116-0544,Banadir,Mogadishu Dayniile,Quwaxle, 40 , 162 ,2.0742605,45.2754112,Hiraan Bile,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0545,Banadir,Mogadishu Dayniile,Mahaday, 142 , 841 ,2.0869427,45.2522935,Hirdogle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0546,Banadir,Mogadishu Dayniile,Uraan Urow, 185 ," 1,098 ",2.0871245,45.2517738,Hirdogle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0547,Banadir,Mogadishu Dayniile,Goobaanle, 130 , 826 ,2.0700567,45.2816023,Hodan,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0548,Banadir,Mogadishu Dayniile,Hodan, 240 ," 1,200 ",2.0702797,45.2811238,Hodan,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0549,Banadir,Mogadishu Dayniile,Nasiib, 195 , 585 ,2.0701216,45.2814898,Hodan,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0550,Banadir,Mogadishu Dayniile,Alle Aamin, 110 , 660 ,2.0678849,45.2560312,Hodon,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0551,Banadir,Mogadishu Dayniile,Suruq, 280 ," 1,680 ",2.0680688,45.2565073,Hodon,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0552,Banadir,Mogadishu Dayniile,Bayaxaaw, 35 , 225 ,2.0819551,45.2838121,Hoodaale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0553,Banadir,Mogadishu Dayniile,Bayxaawo, 35 , 225 ,2.0819161,45.283758,Hoodaale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0554,Banadir,Mogadishu Dayniile,Daryaal, 15 , 97 ,2.0819048,45.2837028,Hoodaale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0555,Banadir,Mogadishu Dayniile,Hoodaale, 63 , 318 ,2.0818956,45.2833461,Hoodaale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0556,Banadir,Mogadishu Dayniile,Istireex, 45 , 250 ,2.0816818,45.2828871,Hoodaale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0557,Banadir,Mogadishu Dayniile,Luuqganaana, 62 , 334 ,2.0819781,45.2841013,Hoodaale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0558,Banadir,Mogadishu Dayniile,Nasiya, 85 , 528 ,2.0819634,45.283823,Hoodaale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0559,Banadir,Mogadishu Dayniile,Sabiriin, 15 , 98 ,2.0819664,45.2836887,Hoodaale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0560,Banadir,Mogadishu Dayniile,Buulo Arbow, 50 , 350 ,2.0770496,45.2721019,Horyaal,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0561,Banadir,Mogadishu Dayniile,Forsooley, 70 , 470 ,2.0757906,45.2719068,Horyaal,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0562,Banadir,Mogadishu Dayniile,Hilaal, 21 , 126 ,2.0708448,45.2300113,Horyaal,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0563,Banadir,Mogadishu Dayniile,Horyaal 2, 60 , 300 ,2.0770217,45.2725383,Horyaal,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0564,Banadir,Mogadishu Dayniile,Afcade, 112 , 672 ,2.0761761,45.2674743,Iimey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0565,Banadir,Mogadishu Dayniile,Kheyre, 86 , 516 ,2.0756588,45.2668469,Iimey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0566,Banadir,Mogadishu Dayniile,Maalin Cad, 45 , 270 ,2.0765681,45.266992,Iimey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0567,Banadir,Mogadishu Dayniile,Malayleey, 65 , 390 ,2.0769706,45.2664388,Iimey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0568,Banadir,Mogadishu Dayniile,Neyrus, 59 , 354 ,2.0765621,45.26653,Iimey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0569,Banadir,Mogadishu Dayniile,Yaanyo, 110 , 660 ,2.0766,45.2658383,Iimey,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0570,Banadir,Mogadishu Dayniile,Amar Alle, 85 , 510 ,2.0707109,45.2612803,Inafatah 1,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0571,Banadir,Mogadishu Dayniile,Inafatah 2, 73 , 438 ,2.0711682,45.2611758,Inafatah 1,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0572,Banadir,Mogadishu Dayniile,Nuuradiin, 67 , 402 ,2.0702619,45.2609477,Inafatah 1,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0573,Banadir,Mogadishu Dayniile,Alkowsar, 130 , 780 ,2.0742902,45.2719146,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0574,Banadir,Mogadishu Dayniile,Alxamdu, 94 , 564 ,2.073357,45.2731843,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0575,Banadir,Mogadishu Dayniile,Badmaceeye, 99 , 594 ,2.0733827,45.2726835,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0576,Banadir,Mogadishu Dayniile,Bilqeyr, 100 , 490 ,2.0737071,45.2690312,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0577,Banadir,Mogadishu Dayniile,Buula Mareer, 102 , 578 ,2.0742801,45.2719021,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0578,Banadir,Mogadishu Dayniile,Buuqlaawe, 132 , 772 ,2.0898744,45.2534856,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0579,Banadir,Mogadishu Dayniile,Carfoon, 90 , 590 ,2.0737301,45.2710156,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0580,Banadir,Mogadishu Dayniile,Ceeb Kasaliin, 791 ," 1,123 ",2.090115,45.2536558,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0581,Banadir,Mogadishu Dayniile,Dalxis, 180 ," 1,039 ",2.0888244,45.2544408,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0582,Banadir,Mogadishu Dayniile,Darusalam, 68 , 408 ,2.0736343,45.2680116,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0583,Banadir,Mogadishu Dayniile,Gumeysidiid, 220 ," 1,277 ",2.0892744,45.2544225,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0585,Banadir,Mogadishu Dayniile,Iskaashi, 298 ," 1,743 ",2.0897526,45.2538822,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0586,Banadir,Mogadishu Dayniile,Maaido, 139 , 820 ,2.0889135,45.2551529,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0587,Banadir,Mogadishu Dayniile,Masuul, 163 , 978 ,2.0730069,45.2729767,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0588,Banadir,Mogadishu Dayniile,Musbax, 76 , 456 ,2.0733498,45.2731817,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0589,Banadir,Mogadishu Dayniile,Rooney, 103 , 618 ,2.0746597,45.2713992,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0590,Banadir,Mogadishu Dayniile,Walfajri, 86 , 602 ,2.0735824,45.2694604,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0591,Banadir,Mogadishu Dayniile,Weersan, 76 , 456 ,2.0729469,45.2693459,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0592,Banadir,Mogadishu Dayniile,Ya Alaah, 82 , 442 ,2.0732255,45.2694464,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0593,Banadir,Mogadishu Dayniile,Yaaq, 118 , 698 ,2.0893582,45.2546234,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0594,Banadir,Mogadishu Dayniile,Yassir Alle, 92 , 552 ,2.0740365,45.2715623,Iskaashi ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0595,Banadir,Mogadishu Dayniile,Hagaag, 236 ," 1,040 ",2.075125,45.2828633,Isma Hurto ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0596,Banadir,Mogadishu Dayniile,Halgan, 155 , 550 ,2.0748286,45.2831592,Isma Hurto ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0597,Banadir,Mogadishu Dayniile,Hiigsi, 210 , 860 ,2.0747093,45.2828858,Isma Hurto ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0598,Banadir,Mogadishu Dayniile,Jubba, 128 , 435 ,2.0702333,45.2368786,Jubba,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0599,Banadir,Mogadishu Dayniile,Maraa Caato, 98 , 465 ,2.0703231,45.2373444,Jubba,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0600,Banadir,Mogadishu Dayniile,Shan Gare, 55 , 210 ,2.0703944,45.2374707,Jubba,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0601,Banadir,Mogadishu Dayniile,Ciyoow, 110 , 473 ,2.073775,45.28224,Jubo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0602,Banadir,Mogadishu Dayniile,Daalo, 140 , 477 ,2.0736122,45.2818177,Jubo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0603,Banadir,Mogadishu Dayniile,Jubbo 1, 360 ," 1,168 ",2.0738949,45.2818351,Jubo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0604,Banadir,Mogadishu Dayniile,Xamar Daye , 130 , 459 ,2.0734024,45.282393,Jubo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0605,Banadir,Mogadishu Dayniile,Danyar, 85 , 510 ,2.0787911,45.2543234,Kalamashoorto,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0606,Banadir,Mogadishu Dayniile,Iltire, 76 , 456 ,2.0784344,45.2528019,Kalamashoorto,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0607,Banadir,Mogadishu Dayniile,Kalama Shoorto, 370 ," 2,420 ",2.0776972,45.2545796,Kalamashoorto,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0608,Banadir,Mogadishu Dayniile,Macqul, 78 , 468 ,2.0777345,45.2545729,Kalamashoorto,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0609,Banadir,Mogadishu Dayniile,Rajo, 128 , 768 ,2.0782246,45.2531859,Kalamashoorto,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0610,Banadir,Mogadishu Dayniile,Towfik, 235 ," 1,410 ",2.0788573,45.2530966,Kalamashoorto,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0611,Banadir,Mogadishu Dayniile,Walalaha Isjecel, 184 ," 1,105 ",2.0802641,45.2540101,Kalamashoorto,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0612,Banadir,Mogadishu Dayniile,Kaaf, 150 , 822 ,2.0743446,45.281289,Kherydoon,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0613,Banadir,Mogadishu Dayniile,Kheyrdon, 173 ," 1,038 ",2.0743016,45.2815628,Kherydoon,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0614,Banadir,Mogadishu Dayniile,Baaxane, 145 , 710 ,2.0606868,45.2770286,Kulmis,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0615,Banadir,Mogadishu Dayniile,Qalad, 90 , 453 ,2.0599895,45.2783748,Kulmis,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0616,Banadir,Mogadishu Dayniile,Anfac, 175 , 990 ,2.0589173,45.2760159,Kulmis 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0617,Banadir,Mogadishu Dayniile,Bil Kheir, 230 ," 1,219 ",2.0596182,45.2743011,Kulmis 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0618,Banadir,Mogadishu Dayniile,Hirwad One, 170 , 975 ,2.0589982,45.2749232,Kulmis 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0619,Banadir,Mogadishu Dayniile,Cawaale, 235 ," 1,433 ",2.059569,45.2753712,Kulmis 3,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0620,Banadir,Mogadishu Dayniile,Hirwad Nafada, 193 ," 1,095 ",2.0606616,45.2757711,Kulmis 3,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0621,Banadir,Mogadishu Dayniile,Liiban, 130 , 742 ,2.0602741,45.2753131,Kulmis 3,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0622,Banadir,Mogadishu Dayniile,Burdaar, 72 , 446 ,2.0587388,45.2754567,Kulmis One (1),Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0623,Banadir,Mogadishu Dayniile,Cirkayeer, 105 , 609 ,2.05821,45.27556,Kulmis One (1),Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0624,Banadir,Mogadishu Dayniile,Dulmane, 168 ," 1,041 ",2.0594002,45.2766225,Kulmis One (1),Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0625,Banadir,Mogadishu Dayniile,Durdur, 213 ," 1,256 ",2.0570522,45.273385,Kulmis One (1),Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0626,Banadir,Mogadishu Dayniile,Hiran, 45 , 270 ,2.0852019,45.2548166,Kulmiye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0627,Banadir,Mogadishu Dayniile,Kulmiye 1, 40 , 284 ,2.0852411,45.2540585,Kulmiye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0628,Banadir,Mogadishu Dayniile,Wardaadow, 40 , 320 ,2.0855716,45.2541708,Kulmiye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0629,Banadir,Mogadishu Dayniile,Alle Suge, 180 , 590 ,2.073382,45.2720525,Kulmiye One,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0630,Banadir,Mogadishu Dayniile,Danbiile, 203 ," 1,213 ",2.0743139,45.270356,Kulmiye One,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0631,Banadir,Mogadishu Dayniile,Deemaay, 31 , 141 ,2.0980778,45.2862255,Kun Deeq,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0632,Banadir,Mogadishu Dayniile,Keeraay, 53 , 266 ,2.0966785,45.2858044,Kun Deeq,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0633,Banadir,Mogadishu Dayniile,Sablaale Five (5), 72 , 395 ,2.0979873,45.2864981,Kun Deeq,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0634,Banadir,Mogadishu Dayniile,Libanta Koryoley, 200 ," 1,131 ",2.0736715,45.2544812,Libanta Koryoley,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0635,Banadir,Mogadishu Dayniile,Warjano, 50 , 225 ,2.0737987,45.2543153,Libanta Koryoley,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0636,Banadir,Mogadishu Dayniile,Gargar, 120 , 480 ,2.0708794,45.2801461,Libin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0637,Banadir,Mogadishu Dayniile,Qalad, 110 , 550 ,2.0704626,45.2805106,Libin,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0638,Banadir,Mogadishu Dayniile,Sablaale, 75 , 375 ,2.0735702,45.2783761,Madoogaash,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0639,Banadir,Mogadishu Dayniile,Al Ixsaan, 85 , 532 ,2.0775064,45.2563913,Mako Iyo Madiino,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0640,Banadir,Mogadishu Dayniile,Iftiin, 75 , 418 ,2.0724427,45.2535068,Mako Iyo Madiino,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0641,Banadir,Mogadishu Dayniile,Rabi Suge, 115 ," 1,035 ",2.0723252,45.2529507,Mako Iyo Madiino,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0642,Banadir,Mogadishu Dayniile,Sulus, 65 , 441 ,2.0780373,45.2564685,Mako Iyo Madiino,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0643,Banadir,Mogadishu Dayniile,Maadey, 182 , 747 ,2.0710767,45.2546917,Manaas,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0644,Banadir,Mogadishu Dayniile,Maalin, 97 , 514 ,2.0712031,45.2553168,Manaas,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0645,Banadir,Mogadishu Dayniile,Alle Magan, 50 , 330 ,2.0754545,45.2658666,Mansoor,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0646,Banadir,Mogadishu Dayniile,Cagarweyn, 170 , 360 ,2.0752244,45.2653909,Mansoor,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0647,Banadir,Mogadishu Dayniile,Awdhiigle, 70 , 458 ,2.0710151,45.2498607,Mareere,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0648,Banadir,Mogadishu Dayniile,Baalguri , 95 , 475 ,2.072564,45.270109,Mareere,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0649,Banadir,Mogadishu Dayniile,Mubarak , 30 , 249 ,2.0703048,45.2498885,Mareere,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0650,Banadir,Mogadishu Dayniile,Rihan, 40 , 345 ,2.0717336,45.2298955,Marwo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0651,Banadir,Mogadishu Dayniile,Danguud, 220 , 726 ,2.0704061,45.2785318,Maslax,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0652,Banadir,Mogadishu Dayniile,Gorgor, 50 , 350 ,2.0712458,45.23853,Meecaad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0653,Banadir,Mogadishu Dayniile,Nugaal , 150 , 365 ,2.071347,45.2383412,Meecaad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0654,Banadir,Mogadishu Dayniile,Haji Gele, 38 , 205 ,2.0712173,45.2386519,Micad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0655,Banadir,Mogadishu Dayniile,Rajab, 65 , 243 ,2.0711743,45.2390405,Micad,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0656,Banadir,Mogadishu Dayniile,Caanoole, 84 , 420 ,2.0996897,45.2930525,Mideeye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0657,Banadir,Mogadishu Dayniile,Shubo, 63 , 441 ,2.0995021,45.2933978,Mideeye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0658,Banadir,Mogadishu Dayniile,Tayo, 60 , 240 ,2.1001827,45.2929474,Mideeye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0659,Banadir,Mogadishu Dayniile,Tixeey, 65 , 325 ,2.0999328,45.2931856,Mideeye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0660,Banadir,Mogadishu Dayniile,Kaafi, 130 , 650 ,2.0743114,45.2834169,Mideysane,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0661,Banadir,Mogadishu Dayniile,Mideysane, 140 , 700 ,2.0741591,45.2832956,Mideysane,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0662,Banadir,Mogadishu Dayniile,Barwaaqo2, 90 , 540 ,2.0742913,45.2828696,Midnimadon,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0663,Banadir,Mogadishu Dayniile,Midnimadon, 150 , 750 ,2.0745764,45.2822323,Midnimadon,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0664,Banadir,Mogadishu Dayniile,Madoo Gaash , 50 , 146 ,2.0739978,45.2787036,Mooyaale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0665,Banadir,Mogadishu Dayniile,Al Hidaaya, 50 , 402 ,2.0873296,45.2502031,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0666,Banadir,Mogadishu Dayniile,Bahwaaley, 45 , 373 ,2.0865327,45.2506364,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0667,Banadir,Mogadishu Dayniile,Dalxiis, 50 , 200 ,2.0880223,45.2909072,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0668,Banadir,Mogadishu Dayniile,Danyar, 52 , 361 ,2.0862647,45.2508756,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0669,Banadir,Mogadishu Dayniile,Deylo, 60 , 558 ,2.0866818,45.2520762,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0670,Banadir,Mogadishu Dayniile,Fiidow, 45 , 356 ,2.0862141,45.2514433,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0671,Banadir,Mogadishu Dayniile,Istareex, 52 , 338 ,2.086838,45.2517489,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0672,Banadir,Mogadishu Dayniile,Muhiim, 116 , 696 ,2.0866216,45.250357,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0673,Banadir,Mogadishu Dayniile,Nasable, 55 , 613 ,2.0868005,45.2516059,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0674,Banadir,Mogadishu Dayniile,Nugaal, 52 , 373 ,2.0865262,45.2519097,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0675,Banadir,Mogadishu Dayniile,Qoryooley, 37 , 222 ,2.0870073,45.251556,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0676,Banadir,Mogadishu Dayniile,Sabiid, 60 , 444 ,2.0864109,45.2511887,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0677,Banadir,Mogadishu Dayniile,Sadri, 40 , 440 ,2.0866073,45.2522713,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0678,Banadir,Mogadishu Dayniile,Sokor, 40 , 373 ,2.0865166,45.2516761,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0679,Banadir,Mogadishu Dayniile,Ubiyar, 40 , 373 ,2.0869275,45.2504539,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0680,Banadir,Mogadishu Dayniile,Ugaal, 40 , 324 ,2.0869771,45.2498395,Musatqiim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0681,Banadir,Mogadishu Dayniile,Dalmar, 97 , 582 ,2.0712312,45.275193,Naciim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0682,Banadir,Mogadishu Dayniile,Farhiyo Rasmi, 113 , 678 ,2.0715063,45.2746783,Naciim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0683,Banadir,Mogadishu Dayniile,Rafiiq, 68 , 408 ,2.0704231,45.2766775,Naciim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0684,Banadir,Mogadishu Dayniile,Rayaan, 48 , 240 ,2.0699317,45.2776333,Naciim,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0685,Banadir,Mogadishu Dayniile,Haduman, 130 , 256 ,2.0929817,45.2874277,Nasiye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0686,Banadir,Mogadishu Dayniile,Daacad, 87 , 522 ,2.0755953,45.2711316,Nasrullaah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0687,Banadir,Mogadishu Dayniile,Nasrullaaah, 180 ," 1,080 ",2.0753635,45.2716452,Nasrullaah,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
CCCM-SO220116-0688,Banadir,Mogadishu Dayniile,Kiliweyne, 15 , 98 ,2.0815873,45.2827963,Odale,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220103
